"Alternativa","arvore","dap","ht","secao","dcc"
"Alternativa 2",4,12.2,20.2,13.3,8.1
"Alternativa 2",4,12.2,20.2,14.3,7.6
"Alternativa 2",4,12.2,20.2,15.3,6.8
"Alternativa 2",4,12.2,20.2,16.3,6.7
"Alternativa 2",5,11.1,19.2,0.1,11.9
"Alternativa 2",5,11.1,19.2,0.7,11.8
"Alternativa 2",5,11.1,19.2,1.3,11.1
"Alternativa 2",5,11.1,19.2,2.3,10.9
"Alternativa 2",5,11.1,19.2,3.3,10.5
"Alternativa 2",5,11.1,19.2,4.3,10.2
"Alternativa 2",5,11.1,19.2,5.3,9.9
"Alternativa 2",5,11.1,19.2,6.3,9.7
"Alternativa 2",5,11.1,19.2,7.3,9.5
"Alternativa 2",5,11.1,19.2,8.3,8.2
"Alternativa 2",5,11.1,19.2,9.3,7.9
"Alternativa 2",5,11.1,19.2,10.3,7.7
"Alternativa 2",5,11.1,19.2,11.3,7.3
"Alternativa 2",5,11.1,19.2,12.3,7.1
"Alternativa 2",5,11.1,19.2,13.3,6.7
"Alternativa 2",5,11.1,19.2,14.3,6.6
"Alternativa 2",6,11,19.7,0.1,11.9
"Alternativa 2",6,11,19.7,0.7,11.8
"Alternativa 2",6,11,19.7,1.3,11
"Alternativa 2",6,11,19.7,2.3,10.7
"Alternativa 2",6,11,19.7,3.3,10.9
"Alternativa 2",6,11,19.7,4.3,10.2
"Alternativa 2",6,11,19.7,5.3,9.5
"Alternativa 2",6,11,19.7,6.3,9.4
"Alternativa 2",6,11,19.7,7.3,9.1
"Alternativa 2",6,11,19.7,8.3,8.8
"Alternativa 2",6,11,19.7,9.3,8.8
"Alternativa 2",6,11,19.7,10.3,8.3
"Alternativa 2",6,11,19.7,11.3,7.8
"Alternativa 2",6,11,19.7,12.3,7.3
"Alternativa 2",6,11,19.7,13.3,7
"Alternativa 2",6,11,19.7,14.3,6.6
"Alternativa 2",6,11,19.7,15.3,6.1
"Alternativa 2",7,10.3,17.43,0.1,10.8
"Alternativa 2",7,10.3,17.43,0.7,10.7
"Alternativa 2",7,10.3,17.43,1.3,10.3
"Alternativa 2",7,10.3,17.43,2.3,9.9
"Alternativa 2",7,10.3,17.43,3.3,9.3
"Alternativa 2",7,10.3,17.43,4.3,9.2
"Alternativa 2",7,10.3,17.43,5.3,9
"Alternativa 2",7,10.3,17.43,6.3,8.6
"Alternativa 2",7,10.3,17.43,7.3,8.1
"Alternativa 2",7,10.3,17.43,8.3,7.7
"Alternativa 2",7,10.3,17.43,9.3,7.6
"Alternativa 2",7,10.3,17.43,10.3,7.1
"Alternativa 2",7,10.3,17.43,11.3,6.9
"Alternativa 2",7,10.3,17.43,12.3,6.8
"Alternativa 2",7,10.3,17.43,13.3,6.6
"Alternativa 2",8,16.3,23.7,0.1,17.4
"Alternativa 2",8,16.3,23.7,0.7,16.7
"Alternativa 2",8,16.3,23.7,1.3,16.3
"Alternativa 2",8,16.3,23.7,2.3,15.7
"Alternativa 2",8,16.3,23.7,3.3,15.6
"Alternativa 2",8,16.3,23.7,4.3,15.5
"Alternativa 2",8,16.3,23.7,5.3,16.2
"Alternativa 2",8,16.3,23.7,6.3,14.9
"Alternativa 2",8,16.3,23.7,7.3,13.4
"Alternativa 2",8,16.3,23.7,8.3,12
"Alternativa 2",8,16.3,23.7,9.3,11.8
"Alternativa 2",8,16.3,23.7,10.3,11
"Alternativa 2",8,16.3,23.7,11.3,10.7
"Alternativa 2",8,16.3,23.7,12.3,10.5
"Alternativa 2",8,16.3,23.7,13.3,9.9
"Alternativa 2",8,16.3,23.7,14.3,9.3
"Alternativa 2",8,16.3,23.7,15.3,8.8
"Alternativa 2",8,16.3,23.7,16.3,7.8
"Alternativa 2",8,16.3,23.7,17.3,7.7
"Alternativa 2",9,18.1,24.3,0.1,18.2
"Alternativa 2",9,18.1,24.3,0.7,18.1
"Alternativa 2",9,18.1,24.3,1.3,18.1
"Alternativa 2",9,18.1,24.3,2.3,17.5
"Alternativa 2",9,18.1,24.3,3.3,17.1
"Alternativa 2",9,18.1,24.3,4.3,16.7
"Alternativa 2",9,18.1,24.3,5.3,16.3
"Alternativa 2",9,18.1,24.3,6.3,16
"Alternativa 2",9,18.1,24.3,7.3,15.7
"Alternativa 2",9,18.1,24.3,8.3,15.5
"Alternativa 2",9,18.1,24.3,9.3,15.3
"Alternativa 2",9,18.1,24.3,10.3,13.1
"Alternativa 2",9,18.1,24.3,11.3,11.3
"Alternativa 2",9,18.1,24.3,12.3,11.3
"Alternativa 2",9,18.1,24.3,13.3,10.8
"Alternativa 2",9,18.1,24.3,14.3,10.5
"Alternativa 2",9,18.1,24.3,15.3,9.5
"Alternativa 2",9,18.1,24.3,16.3,8.9
"Alternativa 2",9,18.1,24.3,17.3,8.5
"Alternativa 2",10,20,28.3,0.1,20.6
"Alternativa 2",10,20,28.3,0.7,20.4
"Alternativa 2",10,20,28.3,1.3,20
"Alternativa 2",10,20,28.3,2.3,19.6
"Alternativa 2",10,20,28.3,3.3,18.8
"Alternativa 2",10,20,28.3,4.3,18
"Alternativa 2",10,20,28.3,5.3,17.3
"Alternativa 2",10,20,28.3,6.3,17.6
"Alternativa 2",10,20,28.3,7.3,17.4
"Alternativa 2",10,20,28.3,8.3,16.6
"Alternativa 2",10,20,28.3,9.3,16
"Alternativa 2",10,20,28.3,10.3,15.5
"Alternativa 2",10,20,28.3,11.3,15
"Alternativa 2",10,20,28.3,12.3,14.2
"Alternativa 2",10,20,28.3,13.3,13.9
"Alternativa 2",10,20,28.3,14.3,13.7
"Alternativa 2",10,20,28.3,15.3,13.1
"Alternativa 2",10,20,28.3,16.3,12.7
"Alternativa 2",10,20,28.3,17.3,11.7
"Alternativa 2",10,20,28.3,18.3,11.2
"Alternativa 2",10,20,28.3,19.3,10.1
"Alternativa 2",10,20,28.3,20.3,9.5
"Alternativa 2",10,20,28.3,21.3,8.8
"Alternativa 2",11,18.1,25.7,0.1,19
"Alternativa 2",11,18.1,25.7,0.7,18.6
"Alternativa 2",11,18.1,25.7,1.3,18.1
"Alternativa 2",11,18.1,25.7,2.3,18
"Alternativa 2",11,18.1,25.7,3.3,17.7
"Alternativa 2",11,18.1,25.7,4.3,17.2
"Alternativa 2",11,18.1,25.7,5.3,16.9
"Alternativa 2",11,18.1,25.7,6.3,16.7
"Alternativa 2",11,18.1,25.7,7.3,16.4
"Alternativa 2",11,18.1,25.7,8.3,15.9
"Alternativa 2",11,18.1,25.7,9.3,15.8
"Alternativa 2",11,18.1,25.7,10.3,15.1
"Alternativa 2",11,18.1,25.7,11.3,14.6
"Alternativa 2",11,18.1,25.7,12.3,13.9
"Alternativa 2",11,18.1,25.7,13.3,13.1
"Alternativa 2",11,18.1,25.7,14.3,13
"Alternativa 2",11,18.1,25.7,15.3,12.8
"Alternativa 2",11,18.1,25.7,16.3,12
"Alternativa 2",11,18.1,25.7,17.3,11.1
"Alternativa 2",11,18.1,25.7,18.3,10.5
"Alternativa 2",11,18.1,25.7,19.3,9.6
"Alternativa 2",11,18.1,25.7,20.3,8.4
"Alternativa 2",12,16.1,26.5,0.1,16.9
"Alternativa 2",12,16.1,26.5,0.7,16.5
"Alternativa 2",12,16.1,26.5,1.3,16.1
"Alternativa 2",12,16.1,26.5,2.3,15.8
"Alternativa 2",12,16.1,26.5,3.3,15.8
"Alternativa 2",12,16.1,26.5,4.3,15.6
"Alternativa 2",12,16.1,26.5,5.3,15.6
"Alternativa 2",12,16.1,26.5,6.3,15.2
"Alternativa 2",12,16.1,26.5,7.3,15
"Alternativa 2",12,16.1,26.5,8.3,14.7
"Alternativa 2",12,16.1,26.5,9.3,14.2
"Alternativa 2",12,16.1,26.5,10.3,13.7
"Alternativa 2",12,16.1,26.5,11.3,12.5
"Alternativa 2",12,16.1,26.5,12.3,12.2
"Alternativa 2",12,16.1,26.5,13.3,11.9
"Alternativa 2",12,16.1,26.5,14.3,11.3
"Alternativa 2",12,16.1,26.5,15.3,10.6
"Alternativa 2",12,16.1,26.5,16.3,10
"Alternativa 2",12,16.1,26.5,17.3,9.1
"Alternativa 2",12,16.1,26.5,18.3,7.4
"Alternativa 2",13,18.5,26.2,0.1,20.6
"Alternativa 2",13,18.5,26.2,0.7,20
"Alternativa 2",13,18.5,26.2,1.3,18.5
"Alternativa 2",13,18.5,26.2,2.3,18
"Alternativa 2",13,18.5,26.2,3.3,17.5
"Alternativa 2",13,18.5,26.2,4.3,16.7
"Alternativa 2",13,18.5,26.2,5.3,16.4
"Alternativa 2",13,18.5,26.2,6.3,16
"Alternativa 2",13,18.5,26.2,7.3,15.8
"Alternativa 2",13,18.5,26.2,8.3,15.3
"Alternativa 2",13,18.5,26.2,9.3,14.9
"Alternativa 2",13,18.5,26.2,10.3,14.7
"Alternativa 2",13,18.5,26.2,11.3,14.4
"Alternativa 2",13,18.5,26.2,12.3,14.1
"Alternativa 2",13,18.5,26.2,13.3,13.2
"Alternativa 2",13,18.5,26.2,14.3,12.5
"Alternativa 2",13,18.5,26.2,15.3,11.6
"Alternativa 2",13,18.5,26.2,16.3,11
"Alternativa 2",13,18.5,26.2,17.3,10.2
"Alternativa 2",13,18.5,26.2,18.3,9
"Alternativa 2",13,18.5,26.2,19.3,8
"Alternativa 2",14,9.2,16.4,0.1,10.2
"Alternativa 2",14,9.2,16.4,0.7,9.5
"Alternativa 2",14,9.2,16.4,1.3,9.2
"Alternativa 2",14,9.2,16.4,2.3,8.9
"Alternativa 2",14,9.2,16.4,3.3,8.7
"Alternativa 2",14,9.2,16.4,4.3,8.7
"Alternativa 2",14,9.2,16.4,5.3,8.4
"Alternativa 2",14,9.2,16.4,6.3,7.5
"Alternativa 2",14,9.2,16.4,7.3,7.2
"Alternativa 2",14,9.2,16.4,8.3,6.9
"Alternativa 2",14,9.2,16.4,9.3,6.5
"Alternativa 2",14,9.2,16.4,10.3,5.9
"Alternativa 2",14,9.2,16.4,11.3,4.9
"Alternativa 2",15,15.8,25.1,0.1,17.4
"Alternativa 2",15,15.8,25.1,0.7,16.6
"Alternativa 2",15,15.8,25.1,1.3,15.8
"Alternativa 2",15,15.8,25.1,2.3,15.5
"Alternativa 2",15,15.8,25.1,3.3,15
"Alternativa 2",15,15.8,25.1,4.3,14.7
"Alternativa 2",15,15.8,25.1,5.3,13.8
"Alternativa 2",15,15.8,25.1,6.3,13.7
"Alternativa 2",15,15.8,25.1,7.3,13.5
"Alternativa 2",15,15.8,25.1,8.3,13.3
"Alternativa 2",15,15.8,25.1,9.3,12.9
"Alternativa 2",15,15.8,25.1,10.3,12.2
"Alternativa 2",15,15.8,25.1,11.3,12
"Alternativa 2",15,15.8,25.1,12.3,11.2
"Alternativa 2",15,15.8,25.1,13.3,10.7
"Alternativa 2",15,15.8,25.1,14.3,9.4
"Alternativa 2",15,15.8,25.1,15.3,8.4
"Alternativa 2",15,15.8,25.1,16.3,7.4
"Alternativa 2",15,15.8,25.1,17.3,7.1
"Alternativa 2",16,16,24.7,0.1,16.9
"Alternativa 2",16,16,24.7,0.7,16.1
"Alternativa 2",16,16,24.7,1.3,16
"Alternativa 2",16,16,24.7,2.3,15.1
"Alternativa 2",16,16,24.7,3.3,14.7
"Alternativa 2",16,16,24.7,4.3,14.4
"Alternativa 2",16,16,24.7,5.3,14.2
"Alternativa 2",16,16,24.7,6.3,14
"Alternativa 2",16,16,24.7,7.3,13.5
"Alternativa 2",16,16,24.7,8.3,13.3
"Alternativa 2",16,16,24.7,9.3,13
"Alternativa 2",16,16,24.7,10.3,12.9
"Alternativa 2",16,16,24.7,11.3,12.5
"Alternativa 2",16,16,24.7,12.3,11.7
"Alternativa 2",16,16,24.7,13.3,11.1
"Alternativa 2",16,16,24.7,14.3,10.2
"Alternativa 2",16,16,24.7,15.3,10
"Alternativa 2",16,16,24.7,16.3,8.7
"Alternativa 2",16,16,24.7,17.3,7.8
"Alternativa 2",16,16,24.7,18.3,7.3
